,项目批准号,项目类别,学科分类,项目名称,立项时间,项目负责人,专业职务,工作单位,单位类别,所在省区市,所属系统,成果名称,成果形式,成果等级,结项时间,结项证书号,出版社,出版时间,作者,获奖情况
6,18BGL039,一般项目,管理学,后追赶阶段我国企业面向先进制造业的技术赶超研究,2018-06-21,李林,正高级,重庆邮电大学,,重庆,高等院校、其他学校,,,,,,,,,
7,18BGL040,一般项目,管理学,基于范式相似度的“一带一路”国家科技创新政策比较研究,2018-06-21,赵付春,副高级,上海社会科学院,,上海,省、市社会科学院,,,,,,,,,
8,18BGL041,一般项目,管理学,科技成果转化过程中分类型视角下中试环节有效运行实现机制研究,2018-06-21,林筠,正高级,西安理工大学,,陕西,高等院校、其他学校,,,,,,,,,
9,18BGL042,一般项目,管理学,中国本土情境下适老产业技术创新实现机理与引导政策研究,2018-06-21,徐雨森,正高级,大连理工大学,985高校211高校,辽宁,高等院校、其他学校,,,,,,,,,
10,18BGL043,一般项目,管理学,基于能力匹配与行为协同的高新技术企业合作创新绩效研究,2018-06-21,刘和东,正高级,南京工业大学,,江苏,高等院校、其他学校,,,,,,,,,
11,18BGL044,一般项目,管理学,基于组织结构视角的平台型组织创新能力提升研究,2018-06-21,花磊,中级,南京信息工程大学,,江苏,高等院校、其他学校,,,,,,,,,
12,18BGL045,一般项目,管理学,健康中国战略下企业创新药研发激励与政策优化研究,2018-06-21,张新鑫,中级,天津理工大学,,天津,高等院校、其他学校,,,,,,,,,
13,18BGL046,一般项目,管理学,中小企业生态创新的驱动因素与绩效转化机制研究,2018-06-21,陈奎庆,正高级,常州大学,,江苏,高等院校、其他学校,,,,,,,,,
14,18BGL047,一般项目,管理学,组织即兴视角下的创业企业成长战略研究,2018-06-21,张晗,副高级,首都经济贸易大学,,北京,高等院校、其他学校,,,,,,,,,
15,18BGL048,一般项目,管理学,超网络视角下众创空间生态系统协同演化路径及治理机制研究,2018-06-21,王庆金,正高级,青岛大学,,山东,高等院校、其他学校,,,,,,,,,
16,18BGL049,一般项目,管理学,初始网络禀赋、网络中间人桥接与大学生创业成长研究,2018-06-21,李爱国,正高级,重庆理工大学,,重庆,高等院校、其他学校,,,,,,,,,
17,18BGL050,一般项目,管理学,创业拼凑驱动下裂变型新创企业的商业模式生成及演变研究,2018-06-21,蒋兵,中级,山东理工大学,,山东,高等院校、其他学校,,,,,,,,,
18,18BGL051,一般项目,管理学,互联网情境下科技创业者社会关系网络与融资绩效关系研究,2018-06-21,王泽宇,中级,中国社会科学院,,社科院,中国社会科学院,,,,,,,,,
19,18BGL052,一般项目,管理学,基于生态工程参与的贫困人口创业驱动机理与实现路径研究,2018-06-21,陈建成,正高级,北京林业大学,211高校,高校,高等院校、其他学校,,,,,,,,,
,项目批准号,项目类别,学科分类,项目名称,立项时间,项目负责人,专业职务,工作单位,单位类别,所在省区市,所属系统,成果名称,成果形式,成果等级,结项时间,结项证书号,出版社,出版时间,作者,获奖情况
0,18BGL053,一般项目,管理学,新时代企业家精神对大学生创业意向转化为行为的影响机制研究,2018-06-21,梅虎,正高级,华南师范大学,211高校,广东,高等院校、其他学校,,,,,,,,,
1,18BGL054,一般项目,管理学,地方政府隐性债务“灰犀牛”风险的协同审计治理研究,2018-06-21,刘骅,正高级,南京审计大学,,江苏,高等院校、其他学校,,,,,,,,,
2,18BGL055,一般项目,管理学,减持计划预披露、信息含量与内幕交易新模式研究,2018-06-21,朱茶芬,副高级,浙江大学,985高校211高校,浙江,高等院校、其他学校,,,,,,,,,
3,18BGL056,一般项目,管理学,政府公信力的影响机制、评价维度及提升对策研究,2018-06-21,吴晶妹,正高级,中国人民大学,985高校211高校,高校,高等院校、其他学校,,,,,,,,,
4,18BGL057,一般项目,管理学,政府与社会资本合作模式回报机制的规范化构建研究,2018-06-21,宋健民,副高级,郑州大学,211高校,河南,高等院校、其他学校,,,,,,,,,
5,18BGL058,一般项目,管理学,中国经济发展新动能匹配的税务营商环境优化研究,2018-06-21,姚维保,副高级,广东财经大学,,广东,高等院校、其他学校,,,,,,,,,
6,18BGL059,一般项目,管理学,大数据背景下金融与科技融合机理及风险管控研究,2018-06-21,田秀娟,正高级,对外经济贸易大学,211高校,高校,高等院校、其他学校,,,,,,,,,
7,18BGL060,一般项目,管理学,基于核心企业主导的供应链金融与实体经济深度融合研究,2018-06-21,李善良,正高级,苏州大学,211高校,江苏,高等院校、其他学校,,,,,,,,,
8,18BGL061,一般项目,管理学,基于生命周期的中国科技金融支持体系创新研究,2018-06-21,王黎明,正高级,山东理工大学,,山东,高等院校、其他学校,,,,,,,,,
9,18BGL062,一般项目,管理学,基于政府公信力视角的公共养老保险基金投资绩效评价及相关信息披露研究,2018-06-21,常丽,正高级,东北财经大学,,辽宁,高等院校、其他学校,,,,,,,,,
10,18BGL063,一般项目,管理学,金融创新背景下多目标公司治理投资支持实体经济研究,2018-06-21,齐岳,正高级,南开大学,985高校211高校,天津,高等院校、其他学校,,,,,,,,,
11,18BGL064,一般项目,管理学,实体企业业绩承诺与金融风险的机制、后果与防控研究,2018-06-21,张继德,副高级,北京工商大学,,北京,高等院校、其他学校,,,,,,,,,
12,18BGL065,一般项目,管理学,供应链关系对股价崩盘风险的影响机理与经济后果研究,2018-06-21,尹洪英,副高级,苏州大学,211高校,江苏,高等院校、其他学校,,,,,,,,,
13,18BGL066,一般项目,管理学,上市公司并购重组“高溢价高业绩承诺”的动因及经济后果研究,2018-06-21,索玲玲,中级,北京联合大学,,北京,高等院校、其他学校,,,,,,,,,
14,18BGL067,一般项目,管理学,上市公司会计舞弊风险指数构建、预警及影响因素研究,2018-06-21,李清,正高级,吉林大学,985高校211高校,吉林,高等院校、其他学校,,,,,,,,,
15,18BGL068,一般项目,管理学,并购重组业绩补偿承诺的负面效应与监管策略研究,2018-06-21,刘建勇,副高级,中国矿业大学,,江苏,高等院校、其他学校,,,,,,,,,
16,18BGL069,一般项目,管理学,财务柔性、内控质量与企业价值研究,2018-06-21,张凌,正高级,铜陵学院,,安徽,高等院校、其他学校,,,,,,,,,
17,18BGL070,一般项目,管理学,城市社会经济资源对独立董事治理的影响机理研究,2018-06-21,周军,副高级,山东大学,985高校211高校,山东,高等院校、其他学校,,,,,,,,,
18,18BGL071,一般项目,管理学,供给侧结构性改革进程中企业绩效提升研究,2018-06-21,朱清香,正高级,河北工业大学,211高校,河北,高等院校、其他学校,,,,,,,,,
19,18BGL072,一般项目,管理学,基于同群效应的企业创新投资行为传导机理研究,2018-06-21,马春爱,正高级,中国石油大学（北京）,,高校,高等院校、其他学校,,,,,,,,,
,项目批准号,项目类别,学科分类,项目名称,立项时间,项目负责人,专业职务,工作单位,单位类别,所在省区市,所属系统,成果名称,成果形式,成果等级,结项时间,结项证书号,出版社,出版时间,作者,获奖情况
0,18BGL073,一般项目,管理学,企业盈利水平的地区行业差异与平衡充分发展研究,2018-06-21,李连军,正高级,南京财经大学,,江苏,高等院校、其他学校,,,,,,,,,
1,18BGL074,一般项目,管理学,生态文明建设背景下高排放企业碳成本控制及其运行机制研究,2018-06-21,张彩平,副高级,南华大学,,湖南,高等院校、其他学校,,,,,,,,,
2,18BGL075,一般项目,管理学,簿记技术变革与社会变迁研究,2018-06-21,吴大新,副高级,山东财经大学,,山东,高等院校、其他学校,,,,,,,,,
3,18BGL076,一般项目,管理学,会计信息质量、股票风险溢价与股价崩盘预警机制研究,2018-06-21,周蕾,副高级,安徽财经大学,,安徽,高等院校、其他学校,,,,,,,,,
4,18BGL077,一般项目,管理学,基于价值链理论的企业质量成本管理与分担机制研究,2018-06-21,李百兴,正高级,首都经济贸易大学,,北京,高等院校、其他学校,,,,,,,,,
5,18BGL078,一般项目,管理学,内部控制缺陷、制度环境与高管腐败及其治理机制研究,2018-06-21,陈林荣,副高级,浙江工商大学,,浙江,高等院校、其他学校,,,,,,,,,
6,18BGL079,一般项目,管理学,内部控制提升国有企业全要素生产率的机制与路径研究,2018-06-21,王加灿,副高级,南昌大学,211高校,江西,高等院校、其他学校,,,,,,,,,
7,18BGL080,一般项目,管理学,内部控制质量、管理层信息操纵与股价稳定研究,2018-06-21,黄政,中级,湖南商学院,,湖南,高等院校、其他学校,,,,,,,,,
8,18BGL081,一般项目,管理学,大数据情境下国有企业高管层激励与监管动态耦合研究,2018-06-21,邵剑兵,正高级,辽宁大学,211高校,辽宁,高等院校、其他学校,,,,,,,,,
9,18BGL082,一般项目,管理学,动态能力视角财务柔性对企业开放式创新绩效作用机理研究,2018-06-21,王文华,副高级,常州大学,,江苏,高等院校、其他学校,,,,,,,,,
10,18BGL083,一般项目,管理学,共享经济下的企业资源贡献行为及企业间协同机制研究,2018-06-21,孙永波,正高级,北京工商大学,,北京,高等院校、其他学校,,,,,,,,,
11,18BGL084,一般项目,管理学,互联网集团生态成长中的治理模式研究,2018-06-21,刘素,副高级,山东财经大学,,山东,高等院校、其他学校,,,,,,,,,
12,18BGL085,一般项目,管理学,混合所有制改革的“双向混合”与提升企业风险承担能力：理论与实证研究,2018-06-21,张娆,副高级,东北财经大学,,辽宁,高等院校、其他学校,,,,,,,,,
13,18BGL086,一般项目,管理学,基于环境审计的企业环境管理决策模式研究,2018-06-21,张艳,正高级,湖南商学院,,湖南,高等院校、其他学校,,,,,,,,,
14,18BGL087,一般项目,管理学,基于社会—商业双重属性的网约车平台治理研究,2018-06-21,葛建新,正高级,中央财经大学,211高校,高校,高等院校、其他学校,,,,,,,,,
15,18BGL088,一般项目,管理学,家族控制、合作偏好与私营企业成长机制研究,2018-06-21,李婧,副高级,上海政法学院,,上海,高等院校、其他学校,,,,,,,,,
16,18BGL089,一般项目,管理学,军民深度融合下民参军企业的价值链攀升机理及实现路径研究,2018-06-21,张冬敏,副高级,西安工业大学,,陕西,高等院校、其他学校,,,,,,,,,
17,18BGL090,一般项目,管理学,新时代背景下跨层次公司社会网络对双元创新的影响研究,2018-06-21,刘亭立,正高级,北京工业大学,211高校,北京,高等院校、其他学校,,,,,,,,,
18,18BGL091,一般项目,管理学,中国情境下学者独董参与治理、影响机制与企业经济后果研究,2018-06-21,向锐,正高级,四川大学,985高校211高校,四川,高等院校、其他学校,,,,,,,,,
19,18BGL092,一般项目,管理学,租值耗散视角下的集团管理控制模式选择研究,2018-06-21,牛彦秀,正高级,东北财经大学,,辽宁,高等院校、其他学校,,,,,,,,,
,项目批准号,项目类别,学科分类,项目名称,立项时间,项目负责人,专业职务,工作单位,单位类别,所在省区市,所属系统,成果名称,成果形式,成果等级,结项时间,结项证书号,出版社,出版时间,作者,获奖情况
0,18BGL093,一般项目,管理学,“互联网+”与制造企业核心竞争力构建研究,2018-06-21,李宗伟,中级,上海工程技术大学,,上海,高等院校、其他学校,,,,,,,,,
