ad_track,adid,attribute_text,coid,company_href,company_name,companyind_text,companysize_text,companytype_text,degreefrom,effect,isFromXyz,isIntern,is_special_job,iscommunicate,isdiffcity,issuedate,job_href,job_name,job_title,jobid,jobwelf,jobwelf_list,jt,providesalary_text,tags,type,updatedate,workarea,workarea_text,workyear
,,"成都-武侯区,1年经验,本科,招1人",6400814,https://jobs.51job.com/all/co6400814.html,成都森瑙科技有限公司,贸易/进出口,50-150人,民营公司,6,1,,,,,,2022-03-05 09:01:00,https://jobs.51job.com/chengdu-whq/132925277.html?s=sou_sou_soulb&t=0_0,eBay Amazon跨境电商美工/平面设计,eBay Amazon跨境电商美工/平面设计,132925277,带薪年假 五险一金 绩效奖金 节日福利 员工旅游 年终双薪,,0_0,6-9千/月,,engine_jds,03-05,090204,成都-武侯区,3
,,"成都-高新区,1年经验,大专,招5人",5821416,https://jobs.51job.com/all/co5821416.html,成都知机科技有限公司,贸易/进出口,50-150人,民营公司,5,1,,,,,,2022-03-05 04:01:26,https://jobs.51job.com/chengdu-gxq/121034115.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,121034115,员工旅游 专业培训 绩效奖金 年终奖金 年底双薪 节日福利 发展空间大,,0_0,0.5-1万/月,,engine_jds,03-05,090220,成都-高新区,3
,,"成都-武侯区,1年经验,大专,招6人",3817282,https://jobs.51job.com/all/co3817282.html,四川晨思瑞科技有限公司,贸易/进出口,50-150人,民营公司,5,1,,,,,,2022-03-04 16:54:12,https://jobs.51job.com/chengdu-whq/113892588.html?s=sou_sou_soulb&t=0_0,跨境电商外贸业务员,跨境电商外贸业务员,113892588,专业培训 五险一金 晋升空间 节日福利 带薪年假 全勤奖,,0_0,4-8千/月,,engine_jds,03-04,090204,成都-武侯区,3
,,"成都,1年经验,大专,招2人",3149226,https://jobs.51job.com/all/co3149226.html,成都天和世纪商贸有限公司,互联网/电子商务,50-150人,民营公司,5,1,,,,,,2022-03-04 16:17:33,https://jobs.51job.com/chengdu/109598911.html?s=sou_sou_soulb&t=0_0,跨境电商英语文员（双休+五险一金）,跨境电商英语文员（双休+五险一金）,109598911,节日福利 周末双休 五险一金 全勤奖 专业培训 公司活动 加班补贴 带薪年假 年终奖金,,0_0,4-6千/月,,engine_jds,03-04,090200,成都,3
,,"成都-双流区,1年经验,大专,招3人",6880104,https://jobs.51job.com/all/coUTECbgRvAz0BZVY1Bmc.html,成都亨尼斯皮具有限责任公司,服装/纺织/皮革,少于50人,民营公司,5,1,,,,,,2022-03-04 13:13:10,https://jobs.51job.com/chengdu-slq/137375000.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,137375000,弹性工作 年终奖金 五险一金 员工旅游 专业培训,,0_0,5-8千/月,,engine_jds,03-04,090215,成都-双流区,3
,,"成都-青羊区,2年经验,大专,招1人",575994,https://jobs.51job.com/all/co575994.html,先达国际货运（上海）有限公司,交通/运输/物流,150-500人,外资（非欧美）,5,1,,,,,,2022-03-04 11:55:46,https://jobs.51job.com/chengdu-qyq/134600842.html?s=sou_sou_soulb&t=0_0,跨境电商销售,跨境电商销售,134600842,五险一金 员工旅游 专业培训 年终奖金 定期体检 年终双薪 带薪年假,,0_0,0.5-1万/月,,engine_jds,03-04,090201,成都-青羊区,4
,,"成都-高新区,3-4年经验,大专,招1人",6737507,https://jobs.51job.com/all/coVjZRMlY2Bz5SMgZlVjQ.html,成都零压之家信息技术有限公司,互联网/电子商务,少于50人,民营公司,5,1,,,,,,2022-03-04 11:16:40,https://jobs.51job.com/chengdu-gxq/135831076.html?s=sou_sou_soulb&t=0_0,跨境电商运营主管,跨境电商运营主管,135831076,五险一金 绩效奖金 节日福利 专业培训 餐饮补贴 季度奖金,,0_0,0.8-1.5万/月,,engine_jds,03-04,090220,成都-高新区,5
,,"成都-武侯区,2年经验,大专,招1人",5748826,https://jobs.51job.com/all/co5748826.html,成都凯璞商业管理有限公司,贸易/进出口,50-150人,民营公司,5,1,,,,,,2022-03-04 10:47:29,https://jobs.51job.com/chengdu-whq/137324061.html?s=sou_sou_soulb&t=0_0,跨境电商独立站运营 seo sem,跨境电商独立站运营 seo sem,137324061,员工旅游 年终奖金 周末双休 节日福利 带薪年假,,0_0,8-10万/年,,engine_jds,03-04,090204,成都-武侯区,4
,,"成都-武侯区,1年经验,大专,招1人",6623864,https://jobs.51job.com/all/coBmZTMVEwDzIHagZjUjM.html,四川和光同尘农业集团有限公司,快速消费品(食品、饮料、化妆品),少于50人,民营公司,5,1,,,,,,2022-03-04 09:34:26,https://jobs.51job.com/chengdu-whq/137423468.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,137423468,带薪年假 节日福利 五险一金,,0_0,6-8千/月,,engine_jds,03-04,090204,成都-武侯区,3
,,"成都-成华区,无需经验,本科,招3人",3465956,https://jobs.51job.com/all/co3465956.html,成都洛德岛科技有限公司,互联网/电子商务,50-150人,民营公司,6,1,,,,,,2022-03-04 09:14:12,https://jobs.51job.com/chengdu-chq/132363966.html?s=sou_sou_soulb&t=0_0,双休--英语运营（跨境电商/市中心）,双休--英语运营（跨境电商/市中心）,132363966,周末双休 节日福利 生日红包 年终奖金 员工旅游 专业培训 五险一金 部门活动,,0_0,5-7千/月,,engine_jds,03-04,090205,成都-成华区,10
,,"成都-高新区,3-4年经验,大专,招若干人",2864462,https://jobs.51job.com/all/co2864462.html,上海宽域工业网络设备有限公司,通信/电信/网络设备,50-150人,民营公司,5,1,,,,,,2022-03-03 16:43:26,https://jobs.51job.com/chengdu-gxq/133894015.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,133894015,做五休二 周末双休 五险一金 年终奖金 绩效奖金 员工旅游 专业培训,,0_0,0.7-1.2万/月,,engine_jds,03-03,090220,成都-高新区,5
,,"成都-金牛区,5-7年经验,本科,招1人",3071529,https://jobs.51job.com/all/co3071529.html,四川合纵药易购医药股份有限公司,批发/零售,500-1000人,上市公司,6,1,,,,,,2022-03-03 16:30:07,https://jobs.51job.com/chengdu-jnq/138375429.html?s=sou_sou_soulb&t=0_0,跨境电商业务总监,跨境电商业务总监,138375429,五险一金 周末双休 节日福利 定期体检,,0_0,1.5-2万/月,,engine_jds,03-03,090203,成都-金牛区,6
,,"成都,2年经验,大专,招1人",4144122,https://jobs.51job.com/all/co4144122.html,四川宝英环境技术有限公司,环保,50-150人,民营公司,5,1,,,,,,2022-03-03 15:25:39,https://jobs.51job.com/chengdu/138351648.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,138351648,五险一金 周末双休 弹性工作 带薪年假 绩效奖金 节日福利 交通补贴 餐饮补贴 通讯补贴 年终奖金,,0_0,0.8-1万/月,,engine_jds,03-03,090200,成都,4
,,"成都,1年经验,大专,招2人",3057831,https://jobs.51job.com/all/co3057831.html,成都科瑞普医疗器械有限公司,医疗设备/器械,150-500人,民营公司,5,1,,,,,,2022-03-03 15:02:20,https://jobs.51job.com/chengdu/130563654.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,130563654,节日福利 带薪年假 购买五险 餐饮补贴 年终奖金 绩效奖金 专业培训 通讯补贴 周末双休 高温补贴,,0_0,0.6-1.2万/月,,engine_jds,03-03,090200,成都,3
,,"成都-武侯区,1年经验,大专,招1人",5893502,https://jobs.51job.com/all/co5893502.html,四川酷盼科技有限公司,互联网/电子商务,少于50人,民营公司,5,1,,,,,,2022-03-03 14:15:06,https://jobs.51job.com/chengdu-whq/136167711.html?s=sou_sou_soulb&t=0_0,美工（跨境电商）,美工（跨境电商）,136167711,全勤奖 绩效奖金 餐饮补贴 带薪年假 五险 定期体检,,0_0,5-8千/月,,engine_jds,03-03,090204,成都-武侯区,3
,,"成都-高新区,2年经验,大专,招1人",5288721,https://jobs.51job.com/all/co5288721.html,四川拓力泰工业设备制造有限公司,机械/设备/重工,少于50人,民营公司,5,1,,,,,,2022-03-03 13:20:03,https://jobs.51job.com/chengdu-gxq/133244567.html?s=sou_sou_soulb&t=0_0,跨境电商运营专员（早九晚五+双休）,跨境电商运营专员（早九晚五+双休）,133244567,员工旅游 年终奖金 绩效奖金 周末双休 带薪年假 全勤奖 节日福利 高温补贴 通讯补贴 房屋补贴,,0_0,4-8千/月,,engine_jds,03-03,090220,成都-高新区,4
,,"成都-武侯区,无需经验,本科,招1人",6658422,https://jobs.51job.com/all/coVjZWNFQyATcObwZnAGc.html,四川人瑞网络科技有限公司,计算机软件,,上市公司,6,1,,,,,,2022-03-03 09:29:51,https://jobs.51job.com/chengdu-whq/133618663.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,133618663,,,0_0,5-7千/月,,engine_jds,03-03,090204,成都-武侯区,10
,,"成都-锦江区,1年经验,大专,招2人",2898059,https://jobs.51job.com/all/co2898059.html,四川省国光机械进出口有限公司,贸易/进出口,少于50人,国企,5,1,,,,,,2022-03-02 18:20:44,https://jobs.51job.com/chengdu-jjq/119593386.html?s=sou_sou_soulb&t=0_0,跨境电商运营专员,跨境电商运营专员,119593386,五险一金 绩效奖金 定期体检 员工旅游,,0_0,5.5-8千/月,,engine_jds,03-02,090202,成都-锦江区,3
,,"佛山,无需经验,大专,招若干人",3559694,https://jobs.51job.com/all/co3559694.html,佛山摩伽科技有限公司,互联网/电子商务,150-500人,上市公司,5,1,,,,,1,2022-03-02 13:55:20,https://jobs.51job.com/foshan-ccq/131706493.html?s=sou_sou_soulb&t=0_1,跨境电商平台运营-eBay,跨境电商平台运营-eBay,131706493,餐饮补贴 出国机会 绩效奖金 年终奖金 定期体检 员工旅游 六险一金,,0_1,5-7千/月,,engine_jds,03-02,030601,佛山,10
,,"成都-邛崃市,3-4年经验,大专,招1人",5812711,https://jobs.51job.com/all/co5812711.html,浙江高度环保科技有限公司,环保,150-500人,民营公司,5,1,,,,,,2022-03-02 12:28:44,https://jobs.51job.com/chengdu-qls/137559631.html?s=sou_sou_soulb&t=0_0,跨境电商运营经理,跨境电商运营经理,137559631,包三餐 包住宿 节日福利 全勤奖 高温补贴 绩效奖金 带薪年假 住房补贴,,0_0,0.7-1.4万/月,,engine_jds,03-02,090212,成都-邛崃市,5
,,"成都-温江区,2年经验,本科,招1人",3209110,https://jobs.51job.com/all/co3209110.html,成都泛亚科锐硬质合金科技有限公司,贸易/进出口,少于50人,民营公司,6,1,,,,,,2022-03-02 10:06:57,https://jobs.51job.com/chengdu-wjq/138367081.html?s=sou_sou_soulb&t=0_0,跨境电商运营主管,跨境电商运营主管,138367081,五险一金 员工旅游 专业培训 出国机会 绩效奖金 年终奖金 股票期权,,0_0,0.7-1.2万/月,,engine_jds,03-02,090209,成都-温江区,4
,,"成都-高新区,1年经验,大专,招2人",5649690,https://jobs.51job.com/all/co5649690.html,成都市诚涵电子商务有限公司,互联网/电子商务,50-150人,民营公司,5,1,,,,,,2022-03-01 17:35:34,https://jobs.51job.com/chengdu-gxq/136621133.html?s=sou_sou_soulb&t=0_0,跨境电商选品专员,跨境电商选品专员,136621133,五险一金 弹性工作 绩效奖金 年终奖金,,0_0,0.6-1万/月,,engine_jds,03-01,090220,成都-高新区,3
,,"成都-高新区,3-4年经验,本科,招1人",6057473,https://jobs.51job.com/all/co6057473.html,深圳市猿人创新科技有限公司,互联网/电子商务,500-1000人,民营公司,6,1,,,,,,2022-03-01 15:29:11,https://jobs.51job.com/chengdu-gxq/136926096.html?s=sou_sou_soulb&t=0_0,跨境电商运营主管,跨境电商运营主管,136926096,五险一金 免费晚餐 专业培训 绩效奖金 下午茶 扁平化管理,,0_0,1-1.5万/月,,engine_jds,03-01,090220,成都-高新区,5
,,"成都-青羊区,1年经验,大专,招5人",5275981,https://jobs.51job.com/all/co5275981.html,成都市康特恩科技有限公司,贸易/进出口,500-1000人,民营公司,5,1,,,,,,2022-03-01 09:59:52,https://jobs.51job.com/chengdu-qyq/137245835.html?s=sou_sou_soulb&t=0_0,跨境电商产品文案编辑,跨境电商产品文案编辑,137245835,五险一金 年终奖金 绩效奖金 弹性工作 专业培训,,0_0,4-6千/月,,engine_jds,03-01,090201,成都-青羊区,3
,,"成都-双流区,3-4年经验,大专,招2人",5611495,https://jobs.51job.com/all/co5611495.html,成都长江热缩材料有限公司,原材料和加工,50-150人,民营公司,5,1,,,,,,2022-03-01 04:01:10,https://jobs.51job.com/chengdu-slq/138379295.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,138379295,五险一金 带薪年假 绩效奖金 周末双休 效益奖,,0_0,5-8千/月,,engine_jds,03-01,090215,成都-双流区,5
,,"成都-高新区,无需经验,大专,招30人",6941120,https://jobs.51job.com/all/coCGgAbQJlBjlWMlEwUTQ.html,都江堰市朗鑫通讯器材经营部,通信/电信/网络设备,50-150人,民营公司,5,1,,,,,,2022-02-28 04:01:09,https://jobs.51job.com/chengdu-gxq/138324886.html?s=sou_sou_soulb&t=0_0,跨境电商专员,跨境电商专员,138324886,五险 专业培训 员工旅游 年终奖金,,0_0,0.6-1.2万/月,,engine_jds,02-28,090220,成都-高新区,10
,,"成都-高新区,2年经验,本科,招若干人",3357636,https://jobs.51job.com/all/co3357636.html,成都云雅信息技术有限公司,互联网/电子商务,少于50人,民营公司,6,1,,,,,,2022-02-27 04:01:15,https://jobs.51job.com/chengdu-gxq/134728331.html?s=sou_sou_soulb&t=0_0,内容运营（亚马逊跨境电商SaaS软件）,内容运营（亚马逊跨境电商SaaS软件）,134728331,弹性工作 专业培训 年终奖金 绩效奖金 交通补贴 餐饮补贴 五险一金,,0_0,0.6-1.2万/月,,engine_jds,02-27,090220,成都-高新区,4
,,"成都,无需经验,大专,招10人",4781912,https://jobs.51job.com/all/co4781912.html,海程邦达-西南区,交通/运输/物流,1000-5000人,民营公司,5,1,,,,,,2022-02-24 17:33:54,https://jobs.51job.com/chengdu/136423717.html?s=sou_sou_soulb&t=0_0,跨境电商客服专员,跨境电商客服专员,136423717,五险一金 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 员工旅游,,0_0,4-6千/月,,engine_jds,02-24,090200,成都,10
,,"成都-青羊区,1年经验,大专,招5人",4851506,https://jobs.51job.com/all/co4851506.html,成都利骏贸易有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,,,2022-02-23 14:56:32,https://jobs.51job.com/chengdu-qyq/128572841.html?s=sou_sou_soulb&t=0_0,成都跨境电商运营/销售专员,成都跨境电商运营/销售专员,128572841,周末双休 五险一金 带薪年假 全勤奖 绩效奖金 节日福利 专业培训 餐饮补贴,,0_0,4.5-6千/月,,engine_jds,02-23,090201,成都-青羊区,3
,,"成都-高新区,1年经验,大专,招20人",6583782,https://jobs.51job.com/all/coUjIGZ180DjMDYQZtXTo.html,成都旭蓝网络科技有限公司,互联网/电子商务,50-150人,创业公司,5,1,,,,,,2022-02-22 18:30:58,https://jobs.51job.com/chengdu-gxq/133793294.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,133793294,绩效奖金 年终奖金 员工旅游 五险一金 交通补贴 餐饮补贴,,0_0,0.6-1.2万/月,,engine_jds,02-22,090220,成都-高新区,3
,,"成都-蒲江县,2年经验,大专,招4人",6582789,https://jobs.51job.com/all/coAmJVNAdsU28EZlA7VTk.html,热美德高科技（成都）集团有限公司,仪器仪表/工业自动化,少于50人,外资（欧美）,5,1,,,,,,2022-02-22 10:00:01,https://jobs.51job.com/chengdu-pjx/134795038.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,134795038,五险一金 包吃住,,0_0,6-8千/月,,engine_jds,02-22,090218,成都-蒲江县,4
,,"成都-高新区,无需经验,招3人",6446213,https://jobs.51job.com/all/coAmJRMV84UmoCZQZkAGY.html,大连优益达网络信息科技服务有限公司,互联网/电子商务,少于50人,民营公司,,1,,,,,,2022-02-18 10:42:57,https://jobs.51job.com/chengdu-gxq/132104302.html?s=sou_sou_soulb&t=0_0,跨境电商日语客服,跨境电商日语客服,132104302,,,0_0,6-8千/月,,engine_jds,02-18,090220,成都-高新区,10
,,"成都-锦江区,1年经验,大专,招2人",6326411,https://jobs.51job.com/all/co6326411.html,成都时代星耀科技有限公司,计算机软件,少于50人,民营公司,5,1,,,,,,2022-02-18 09:02:07,https://jobs.51job.com/chengdu-jjq/128936690.html?s=sou_sou_soulb&t=0_0,跨境电商运营（日本平台）,跨境电商运营（日本平台）,128936690,,,0_0,4-6千/月,,engine_jds,02-18,090202,成都-锦江区,3
,,"成都-高新区,1年经验,大专,招1人",2071376,https://jobs.51job.com/all/co2071376.html,四川德恩进出口有限公司,机械/设备/重工,500-1000人,民营公司,5,1,,,,,,2022-02-15 04:01:14,https://jobs.51job.com/chengdu-gxq/131463530.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,131463530,周末双休 带薪年假 绩效奖金 节日福利 五险一金 年终奖金 定期体检,,0_0,0.5-1万/月,,engine_jds,02-15,090220,成都-高新区,3
,,"成都-成华区,1年经验,本科,招1人",6515636,https://jobs.51job.com/all/coVTVVNFIwAjlWNVAwVDc.html,成都格罗西贸易有限公司,互联网/电子商务,150-500人,民营公司,6,1,,,,,,2022-02-14 08:49:53,https://jobs.51job.com/chengdu-chq/136936051.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,136936051,做五休二 周末双休 带薪年假 五险一金 每年多次调薪 各种美味零食 节日福利,,0_0,0.5-1万/月,,engine_jds,02-14,090205,成都-成华区,3
,,"成都-青羊区,无需经验,大专,招3人",6307531,https://jobs.51job.com/all/co6307531.html,成都市康特恩科技有限公司,贸易/进出口,500-1000人,民营公司,5,1,,,,,,2022-02-11 17:00:01,https://jobs.51job.com/chengdu-qyq/128921957.html?s=sou_sou_soulb&t=0_0,意大利语跨境电商运营+五险一金,意大利语跨境电商运营+五险一金,128921957,,,0_0,5-8千/月,,engine_jds,02-11,090201,成都-青羊区,10
,,"成都-高新区,2年经验,大专,招1人",6502747,https://jobs.51job.com/all/coAmJdPAVmBTlWNANkUTM.html,百洋思航国际贸易（海南）有限公司,互联网/电子商务,50-150人,民营公司,5,1,,,,,,2022-02-11 15:22:26,https://jobs.51job.com/chengdu-gxq/136013480.html?s=sou_sou_soulb&t=0_0,跨境电商运营主管,跨境电商运营主管,136013480,社保 员工旅游 专业培训 年终奖金 全民营销奖 带薪年假 节日福利 员工聚餐,,0_0,0.8-1万/月,,engine_jds,02-11,090220,成都-高新区,4
,,"成都-高新区,3-4年经验,本科,招1人",3569923,https://jobs.51job.com/all/co3569923.html,RENOGY如果新能源,新能源,500-1000人,民营公司,6,1,,,,,,2022-02-03 19:52:57,https://jobs.51job.com/chengdu-gxq/137336442.html?s=sou_sou_soulb&t=0_0,产品经理（跨境电商）,产品经理（跨境电商）,137336442,五险一金 交通补贴 餐饮补贴 专业培训 出国机会 绩效奖金 年终奖金 弹性工作 员工旅游 通讯补贴,,0_0,1.5-2.5万/月,,engine_jds,02-03,090220,成都-高新区,5
,,"成都,无需经验,大专,招30人",5882526,https://jobs.51job.com/all/co5882526.html,成都优益达科技有限公司,互联网/电子商务,150-500人,民营公司,5,1,,,,1,,2022-01-25 13:00:01,https://jobs.51job.com/chengdu/137643418.html?s=sou_sou_soulb&t=0_0,跨境电商英文客服,跨境电商英文客服,137643418,五险一金 餐饮补贴 住房补贴 专业培训 弹性工作,,0_0,4.5-6千/月,communicate,engine_jds,01-25,090200,成都,10
,,"成都-高新区,3-4年经验,大专,招1人",2612028,https://jobs.51job.com/all/co2612028.html,海程邦达国际物流有限公司,交通/运输/物流,1000-5000人,合资,5,1,,,,,,2022-01-20 10:05:59,https://jobs.51job.com/chengdu-gxq/136595217.html?s=sou_sou_soulb&t=0_0,跨境电商物流 客服运营经理-成都,跨境电商物流 客服运营经理-成都,136595217,周末双休 带薪年假 五险一金 节日福利 加班补贴 餐饮补贴 专业培训 年终奖金,,0_0,1.5-2万/月,,engine_jds,01-20,090220,成都-高新区,5
,,"成都-武侯区,2年经验,大专,招1人",5889884,https://jobs.51job.com/all/co5889884.html,成都南迪鞋业有限公司,互联网/电子商务,50-150人,民营公司,5,1,,,,,,2022-01-18 09:25:25,https://jobs.51job.com/chengdu-whq/135462571.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,135462571,交通补贴 节日福利 全勤奖 加班补贴 弹性工作,,0_0,6-8千/月,,engine_jds,01-18,090204,成都-武侯区,4
,,"成都,2年经验,大专,招2人",6129449,https://jobs.51job.com/all/co6129449.html,成都市飞梭通信设备有限公司,通信/电信/网络设备,50-150人,民营公司,5,1,,,,,,2022-01-15 09:00:01,https://jobs.51job.com/chengdu/131967593.html?s=sou_sou_soulb&t=0_0,跨境电商专员,跨境电商专员,131967593,周末双休 节日福利 绩效奖金 通讯补贴 专业培训 五险一金,,0_0,4.5-8千/月,,engine_jds,01-15,090200,成都,4
,,"成都,1年经验,大专,招2人",2995299,https://jobs.51job.com/all/co2995299.html,四川中地国际贸易有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,,,2022-01-07 16:07:36,https://jobs.51job.com/chengdu/135400478.html?s=sou_sou_soulb&t=0_0,跨境电商运营（亚马逊）,跨境电商运营（亚马逊）,135400478,带薪年假 五险一金 周末双休 节日福利 餐饮补贴 通讯补贴 绩效奖金,,0_0,0.8-1万/月,,engine_jds,01-07,090200,成都,3
,,"成都,2年经验,本科,招2人",310605,https://jobs.51job.com/all/co310605.html,明宇实业集团有限公司,多元化业务集团公司,1000-5000人,民营公司,6,1,,,,,,2022-03-06 09:02:27,https://jobs.51job.com/chengdu/137685844.html?s=sou_sou_soulb&t=0_0,电商运营经理/主管,电商运营经理/主管,137685844,五险一金 定期体检 专业培训 通讯补贴 绩效奖金 年终奖金,,0_0,0.8-1万/月,,engine_jds,03-06,090200,成都,4
,,"成都-武侯区,1年经验,本科,招1人",6082557,https://jobs.51job.com/all/co6082557.html,成都一电航空科技有限公司,电子技术/半导体/集成电路,150-500人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-whq/138601179.html?s=sou_sou_soulb&t=0_0,电商专员,电商专员,138601179,五险一金 周末双休,,0_0,6-8千/月,,engine_jds,03-06,090204,成都-武侯区,3
,,"成都-龙泉驿区,5-7年经验,本科,招2人",5506690,https://jobs.51job.com/all/co5506690.html,四川海晨美容仪器有限公司,医疗设备/器械,少于50人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-lqyq/138558689.html?s=sou_sou_soulb&t=0_0,外贸平台运营经理（法定朝九）,外贸平台运营经理（法定朝九）,138558689,带薪年假 交通补贴 绩效奖金 节日福利 餐饮补贴 五险一金 通讯补贴 出国机会 年终奖金 员工旅游,,0_0,10-15万/年,,engine_jds,03-06,090206,成都-龙泉驿区,6
,,"成都-高新区,5-7年经验,本科,招2人",4609711,https://jobs.51job.com/all/co4609711.html,成都尚慕林电子商务有限公司,贸易/进出口,少于50人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-gxq/120401963.html?s=sou_sou_soulb&t=0_0,亚马逊主管/ Amazon主管/外贸主管,亚马逊主管/ Amazon主管/外贸主管,120401963,五险一金 年终奖金 绩效奖金 股票期权,,0_0,1-2万/月,,engine_jds,03-06,090220,成都-高新区,6
,,"成都-高新区,1年经验,高中,招5人",3613958,https://jobs.51job.com/all/co3613958.html,成都宝妈乐购电子商务有限公司,互联网/电子商务,50-150人,民营公司,2,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-gxq/138519839.html?s=sou_sou_soulb&t=0_0,电话销售（无销售责任）,电话销售（无销售责任）,138519839,五险一金 弹性工作 年终奖金 带薪年假 单休,,0_0,0.6-1.2万/月,,engine_jds,03-06,090220,成都-高新区,3
,,"泸州,1年经验,本科,招若干人",6811230,https://jobs.51job.com/all/coBmZVOQVnDjEEYwJiBWA.html,四川鲲志运动装备制造有限责任公司,汽车,50-150人,民营公司,6,1,,,,,1,2022-03-06 14:08:45,https://jobs.51job.com/luzhou/136326521.html?s=sou_sou_soulb&t=0_1,俄语速卖通客服(包住),俄语速卖通客服(包住),136326521,绩效奖金 全勤奖 餐饮补贴 节日福利 专业培训 带薪年假 包住宿 五险 员工旅游,,0_1,8-10万/年,,engine_jds,03-06,090500,泸州,3
,,"成都-高新区,1年经验,本科,招1人",6352260,https://jobs.51job.com/all/co6352260.html,深圳爱特天翔科技有限公司,电子技术/半导体/集成电路,50-150人,民营公司,6,1,,,,,,2022-03-06 12:00:01,https://jobs.51job.com/chengdu-gxq/137542959.html?s=sou_sou_soulb&t=0_0,亚马逊运营专员（法语）,亚马逊运营专员（法语）,137542959,五险一金 年终奖金 奖金提成 节日津贴,,0_0,4-8千/月,,engine_jds,03-06,090220,成都-高新区,3
,,"成都-武侯区,2年经验,本科,招1人",2372318,https://jobs.51job.com/all/co2372318.html,成都正欣德信息技术有限公司,计算机软件,50-150人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-whq/136847648.html?s=sou_sou_soulb&t=0_0,海外社交平台运营,海外社交平台运营,136847648,做五休二 周末双休 带薪年假 补充医疗保险 员工旅游 定期体检 年终奖金 绩效奖金 弹性工作,,0_0,6-8千/月,,engine_jds,03-06,090204,成都-武侯区,4
,,"成都-高新区,1年经验,大专,招2人",6244212,https://jobs.51job.com/all/co6244212.html,成都欧斯利科技有限公司,互联网/电子商务,50-150人,民营公司,5,1,,,,,,2022-03-05 14:00:01,https://jobs.51job.com/chengdu-gxq/129786101.html?s=sou_sou_soulb&t=0_0,shopify独立站运营,shopify独立站运营,129786101,周末双休 弹性工作 带薪年假 节日福利 五险,,0_0,0.6-1万/月,,engine_jds,03-05,090220,成都-高新区,3
,,"成都-武侯区,2年经验,本科,招若干人",6958982,https://jobs.51job.com/all/coBWVcMVYwVmADbwRvVjE.html,四川省焱森炉业有限公司,机械/设备/重工,少于50人,民营公司,6,1,,,,,,2022-03-05 04:02:11,https://jobs.51job.com/chengdu-whq/138342911.html?s=sou_sou_soulb&t=0_0,阿里巴巴国际站运营,阿里巴巴国际站运营,138342911,,,0_0,6-8千/月,,engine_jds,03-05,090204,成都-武侯区,4
,,"成都-武侯区,1年经验,本科,招若干人",3371022,https://jobs.51job.com/all/co3371022.html,麦粒创造科技（深圳）有限公司,互联网/电子商务,150-500人,民营公司,6,1,,,,,,2022-03-04 19:00:01,https://jobs.51job.com/chengdu-whq/138442551.html?s=sou_sou_soulb&t=0_0,账号管理（亚马逊）,账号管理（亚马逊）,138442551,做五休二 周末双休 带薪年假 五险一金 全勤奖 节日福利 绩效奖金 年底双薪 年终奖金 员工体检,,0_0,5-8千/月,,engine_jds,03-04,090204,成都-武侯区,3
,,"成都-高新区,1年经验,大专,招若干人",5085517,https://jobs.51job.com/all/co5085517.html,成都初五科技有限公司,贸易/进出口,50-150人,民营公司,5,1,,,,,,2022-03-04 16:27:40,https://jobs.51job.com/chengdu-gxq/130096060.html?s=sou_sou_soulb&t=0_0,亚马逊/eBay/沃尔玛运营,亚马逊/eBay/沃尔玛运营,130096060,餐饮补贴 带薪年假 全勤奖 员工旅游 节日福利 高温补贴 做五休二 五险一金 绩效奖金 年度调薪,,0_0,4.5-6千/月,,engine_jds,03-04,090220,成都-高新区,3
,,"成都,2年经验,大专,招2人",6417682,https://jobs.51job.com/all/co6417682.html,成都佳优尚品电子商务有限公司,互联网/电子商务,少于50人,民营公司,5,1,,,,,,2022-03-04 16:27:38,https://jobs.51job.com/chengdu/131520519.html?s=sou_sou_soulb&t=0_0,电商美工,电商美工,131520519,,,0_0,4-6千/月,,engine_jds,03-04,090200,成都,4
